epoch,accuracy,loss,val_accuracy,val_loss
0,0.05258519574999809,3.071349859237671,0.0917874425649643,2.986989974975586
1,0.06022326648235321,3.017040729522705,0.06763284653425217,2.972487688064575
2,0.06609870493412018,2.9907004833221436,0.05797101557254791,2.9505064487457275
3,0.08019976317882538,2.963263750076294,0.11594203114509583,2.9112026691436768
4,0.09811986237764359,2.920945405960083,0.14492753148078918,2.8468096256256104
5,0.11045828461647034,2.865079641342163,0.2946859896183014,2.74601674079895
6,0.15217390656471252,2.7565672397613525,0.3188405930995941,2.5464494228363037
7,0.2153349071741104,2.5568478107452393,0.4106280207633972,2.1885316371917725
8,0.26556992530822754,2.3064093589782715,0.5072463750839233,1.9600149393081665
9,0.3628084659576416,2.018829345703125,0.6908212304115295,1.4972864389419556
10,0.4435957670211792,1.7245680093765259,0.7149758338928223,1.080716609954834
11,0.5117508769035339,1.472124695777893,0.8164251446723938,0.8957172632217407
12,0.5810810923576355,1.2448171377182007,0.729468584060669,0.8351508378982544
13,0.640423059463501,1.0731379985809326,0.9130434989929199,0.48409032821655273
14,0.6850763559341431,0.9289578199386597,0.9227052927017212,0.457045316696167
15,0.7191539406776428,0.8138942718505859,0.9033816456794739,0.3248903453350067
16,0.7596944570541382,0.6850575804710388,0.8888888955116272,0.3543587028980255
17,0.782021164894104,0.6321814656257629,0.8937197923660278,0.3010290563106537
18,0.803760290145874,0.5554981827735901,0.966183602809906,0.2171640396118164
19,0.8207990527153015,0.5059931874275208,0.9758453965187073,0.16713613271713257
20,0.8534077405929565,0.44529443979263306,0.9710144996643066,0.15507027506828308
21,0.8507637977600098,0.4403681457042694,0.9130434989929199,0.2605929672718048
22,0.8686838746070862,0.39066314697265625,0.9758453965187073,0.15129819512367249
23,0.8713278770446777,0.3712659776210785,0.9806763529777527,0.12869614362716675
24,0.8880728483200073,0.33947768807411194,0.9323671460151672,0.20994293689727783
25,0.9001175165176392,0.3015166223049164,0.966183602809906,0.1386229246854782
26,0.9021739363670349,0.29037782549858093,0.9806763529777527,0.11456484347581863
27,0.901292622089386,0.27729612588882446,0.9758453965187073,0.0861959308385849
28,0.9153936505317688,0.25895294547080994,0.9758453965187073,0.09402743726968765
29,0.9203878045082092,0.24630166590213776,0.9710144996643066,0.11540032178163528
30,0.9218566417694092,0.2328304797410965,0.9806763529777527,0.068769171833992
31,0.9268507361412048,0.21774551272392273,0.9806763529777527,0.07838557660579681
32,0.9371327757835388,0.2009296417236328,0.966183602809906,0.09829976409673691
33,0.9427144527435303,0.1844738870859146,0.9806763529777527,0.06037959083914757
34,0.9450646042823792,0.17899063229560852,0.9806763529777527,0.0776471495628357
35,0.946827232837677,0.16878846287727356,0.9420289993286133,0.17761190235614777
36,0.9415393471717834,0.17497684061527252,0.9806763529777527,0.0773489847779274
37,0.9471210241317749,0.16615170240402222,0.9855072498321533,0.07470925152301788
38,0.9544653296470642,0.1468660980463028,0.9806763529777527,0.08611263334751129
