epoch,accuracy,loss,val_accuracy,val_loss
0,0.3196827173233032,2.3680970668792725,0.7652173638343811,1.1981356143951416
1,0.7961809635162354,0.9052668213844299,0.9352657198905945,0.3822413682937622
2,0.9232667684555054,0.36471694707870483,0.9603864550590515,0.17602156102657318
3,0.9638072848320007,0.19660069048404694,0.9729468822479248,0.10690111666917801
4,0.9793772101402283,0.11961142718791962,0.9787439703941345,0.07506848126649857
5,0.9873090386390686,0.08014312386512756,0.981642484664917,0.05814894661307335
6,0.9905992746353149,0.06055353954434395,0.9806763529777527,0.0532984621822834
7,0.9952996373176575,0.04599551111459732,0.9855072498321533,0.04707705229520798
8,0.995945930480957,0.03669547662138939,0.9893719553947449,0.0436629056930542
9,0.9967685341835022,0.029490342363715172,0.9845410585403442,0.05658498406410217
10,0.997532308101654,0.026237597689032555,0.9864734411239624,0.0409369058907032
11,0.9979435801506042,0.022417819127440453,0.9864734411239624,0.03774392232298851
12,0.9982373714447021,0.018869051709771156,0.9864734411239624,0.03971049562096596
13,0.9982373714447021,0.017368227243423462,0.9845410585403442,0.044950321316719055
14,0.9990599155426025,0.014872449450194836,0.9884058237075806,0.03939496725797653
15,0.9989424347877502,0.01348994392901659,0.9893719553947449,0.03893551230430603
16,0.9992361664772034,0.012624191120266914,0.9874396324157715,0.03687679022550583
17,0.999001145362854,0.011741580441594124,0.990338146686554,0.03053910844027996
18,0.9993537068367004,0.011406908743083477,0.9893719553947449,0.031959980726242065
19,0.9997062087059021,0.009605291299521923,0.9884058237075806,0.03683200106024742
20,0.9994711875915527,0.00920217763632536,0.9893719553947449,0.03400934487581253
21,0.9995887279510498,0.008881954476237297,0.9884058237075806,0.031151650473475456
22,0.9995887279510498,0.007660128176212311,0.9874396324157715,0.03445280343294144
