epoch,accuracy,loss,val_accuracy,val_loss
0,0.055816687643527985,2.9832913875579834,0.08888889104127884,2.8664069175720215
1,0.11092831939458847,2.8172383308410645,0.1497584581375122,2.6893839836120605
2,0.19024677574634552,2.5568323135375977,0.29178744554519653,2.109937906265259
3,0.3392479419708252,1.9679524898529053,0.5053139925003052,1.5110572576522827
4,0.6472973227500916,1.0290720462799072,0.9449275135993958,0.21241740882396698
5,0.9205640554428101,0.2569240927696228,0.9690821170806885,0.13544832170009613
6,0.9727967381477356,0.09446767717599869,0.9845410585403442,0.0779525488615036
7,0.9811986088752747,0.06393340229988098,0.9864734411239624,0.054175492376089096
8,0.9847238659858704,0.053287483751773834,0.9932367205619812,0.03664124757051468
9,0.9926556944847107,0.026160940527915955,0.9893719553947449,0.08541134744882584
10,0.9930081963539124,0.027744052931666374,0.9922705292701721,0.04832328110933304
11,0.9920094013214111,0.02529040165245533,0.9932367205619812,0.035610899329185486
12,0.9939482808113098,0.020880311727523804,0.9922705292701721,0.047491591423749924
13,0.9930669665336609,0.03043389692902565,0.9961352944374084,0.021156124770641327
14,0.9958284497261047,0.015689978376030922,0.9932367205619812,0.021455910056829453
15,0.995945930480957,0.02022860199213028,0.9893719553947449,0.047014474868774414
16,0.9951233863830566,0.018488185480237007,0.9922705292701721,0.05547957867383957
17,0.9976498484611511,0.011130459606647491,0.9845410585403442,0.06820399314165115
18,0.9964159727096558,0.014486775733530521,0.9893719553947449,0.04451506584882736
