epoch,accuracy,loss,val_accuracy,val_loss
0,0.8819624185562134,0.40336495637893677,0.9584541320800781,0.2977464199066162
1,0.9781433343887329,0.08051133155822754,0.92946857213974,0.4047950208187103
2,0.9743830561637878,0.09124691784381866,0.8917874693870544,0.4633910655975342
3,0.9876028299331665,0.04468713700771332,0.9864734411239624,0.04825989529490471
4,0.9881903529167175,0.04274797439575195,0.9855072498321533,0.047833655029535294
5,0.9840775728225708,0.06263329833745956,0.9671497344970703,0.20841452479362488
6,0.9877790808677673,0.04251037538051605,0.9787439703941345,0.0688004121184349
7,0.9917156100273132,0.03460213541984558,0.9710144996643066,0.11788380146026611
8,0.9900705218315125,0.036655575037002563,0.9671497344970703,0.19941021502017975
9,0.9940070509910583,0.025810955092310905,0.991304337978363,0.01981913484632969
10,0.9945358633995056,0.023716384544968605,0.991304337978363,0.028449850156903267
11,0.9904230237007141,0.0399213470518589,0.9526569843292236,0.2595366835594177
12,0.994770884513855,0.02098623290657997,0.9893719553947449,0.023062359541654587
13,0.9948883652687073,0.020759202539920807,0.9942029118537903,0.008856219239532948
14,0.9938308000564575,0.023543760180473328,0.9748792052268982,0.12030480057001114
15,0.9941245317459106,0.025598498061299324,0.9922705292701721,0.026531174778938293
16,0.9951821565628052,0.018529949709773064,0.9893719553947449,0.03097354993224144
17,0.9938308000564575,0.02766072377562523,0.9555555582046509,0.18694496154785156
18,0.9952996373176575,0.016650408506393433,0.9932367205619812,0.01636730134487152
