epoch,accuracy,loss,val_accuracy,val_loss
0,0.9433607459068298,0.19658499956130981,0.9797101616859436,0.0651143342256546
1,0.9883666038513184,0.04246516525745392,0.9932367205619812,0.03403041884303093
2,0.9925382137298584,0.027542948722839355,0.9835748672485352,0.06867951154708862
3,0.9956521987915039,0.017638705670833588,0.9545893669128418,0.1860223412513733
4,0.9903642535209656,0.035628076642751694,0.991304337978363,0.038230039179325104
5,0.995945930480957,0.014156813733279705,0.9729468822479248,0.12921160459518433
6,0.9949471354484558,0.019734961912035942,0.9971014261245728,0.009028635919094086
7,0.9972972869873047,0.009918821975588799,0.9961352944374084,0.011616396717727184
8,0.9961221814155579,0.01676984131336212,0.9874396324157715,0.04489593952894211
9,0.995358407497406,0.015140973962843418,0.991304337978363,0.03468446806073189
10,0.9950646162033081,0.018275124952197075,0.9932367205619812,0.02075844071805477
11,0.9985898733139038,0.00455900514498353,0.9942029118537903,0.025196623057127
