epoch,accuracy,loss,val_accuracy,val_loss
0,0.05035252496600151,3.1530964374542236,0.04251207783818245,3.01060152053833
1,0.0542890727519989,3.054666042327881,0.04444444552063942,2.9926366806030273
2,0.05528789758682251,3.0277459621429443,0.07149758189916611,2.9847774505615234
3,0.055405404418706894,3.012690305709839,0.08212560415267944,2.976710319519043
4,0.06239717826247215,2.995838165283203,0.10338164120912552,2.9663100242614746
5,0.06468860059976578,2.982145071029663,0.14106279611587524,2.9543533325195312
6,0.07320798933506012,2.9664463996887207,0.13816425204277039,2.936809778213501
7,0.07626321911811829,2.948803186416626,0.1507246345281601,2.9118540287017822
8,0.0916568711400032,2.9283502101898193,0.21159420907497406,2.8740572929382324
9,0.10663925111293793,2.890768527984619,0.22512076795101166,2.8042845726013184
10,0.1322561651468277,2.8247628211975098,0.308212548494339,2.6793859004974365
11,0.16956521570682526,2.7081706523895264,0.39033815264701843,2.4558451175689697
12,0.21703878045082092,2.514744997024536,0.4975845515727997,2.1183056831359863
13,0.2800235152244568,2.2560579776763916,0.6270531415939331,1.7082043886184692
14,0.35088130831718445,1.991329312324524,0.6550724506378174,1.3655750751495361
15,0.4239718019962311,1.7341216802597046,0.7700483202934265,1.0836223363876343
16,0.48965921998023987,1.5270881652832031,0.8135265707969666,0.8290468454360962
17,0.5468272566795349,1.3340411186218262,0.8589372038841248,0.6824343204498291
18,0.5971797704696655,1.1857521533966064,0.8859903216362,0.5447563529014587
19,0.6474735736846924,1.0473212003707886,0.8859903216362,0.46012628078460693
20,0.6775557994842529,0.934772253036499,0.9207729697227478,0.37520238757133484
21,0.7190951704978943,0.8198250532150269,0.9111111164093018,0.3663899004459381
22,0.7371327877044678,0.7525873184204102,0.939130425453186,0.26975488662719727
23,0.7668625116348267,0.6815770864486694,0.9207729697227478,0.2544662356376648
24,0.7818449139595032,0.6297979354858398,0.9516907930374146,0.2102982997894287
25,0.8071680665016174,0.5635712146759033,0.9449275135993958,0.21163064241409302
26,0.8218566179275513,0.522429347038269,0.9603864550590515,0.1728307008743286
27,0.8332549929618835,0.48934271931648254,0.9603864550590515,0.1593407243490219
28,0.845652163028717,0.4552513360977173,0.9613526463508606,0.13050107657909393
29,0.8551116585731506,0.42416664958000183,0.957487940788269,0.15741273760795593
30,0.8656874299049377,0.3951799273490906,0.9690821170806885,0.1330379992723465
31,0.874500572681427,0.3714672327041626,0.966183602809906,0.12829889357089996
32,0.8829024434089661,0.34902676939964294,0.9681159257888794,0.10839636623859406
33,0.8890717029571533,0.33460596203804016,0.9739130139350891,0.098685123026371
34,0.8977673053741455,0.30867916345596313,0.9671497344970703,0.10378808528184891
35,0.9007638096809387,0.29149046540260315,0.9690821170806885,0.1088804379105568
36,0.9073442816734314,0.27618440985679626,0.9719806909561157,0.0909276232123375
37,0.9154524207115173,0.25187015533447266,0.9739130139350891,0.0944097712635994
38,0.9196827411651611,0.2453211098909378,0.9748792052268982,0.07917030900716782
39,0.9202114939689636,0.23637887835502625,0.9777777791023254,0.06972339749336243
40,0.9280258417129517,0.21703775227069855,0.9777777791023254,0.0851379781961441
41,0.9285546541213989,0.22062194347381592,0.9758453965187073,0.06213163584470749
42,0.9363102316856384,0.19781239330768585,0.9758453965187073,0.07459042966365814
43,0.936369001865387,0.19346760213375092,0.9845410585403442,0.05485869571566582
44,0.9386603832244873,0.18593862652778625,0.9787439703941345,0.07386346906423569
45,0.943184494972229,0.177633136510849,0.981642484664917,0.07862093299627304
46,0.9402467608451843,0.17814579606056213,0.9806763529777527,0.05836787074804306
47,0.9454171657562256,0.16834893822669983,0.9826086759567261,0.07293663918972015
48,0.9471797943115234,0.16329137980937958,0.981642484664917,0.05178742855787277
49,0.9505288004875183,0.15461981296539307,0.9758453965187073,0.058366019278764725
