epoch,accuracy,loss,val_accuracy,val_loss
0,0.9030552506446838,0.34435153007507324,0.990338146686554,0.03905560448765755
1,0.9940658211708069,0.020990336313843727,0.9855072498321533,0.04270559176802635
2,0.9960047006607056,0.017636841163039207,0.9922705292701721,0.021727517247200012
3,0.9965922236442566,0.014166274107992649,0.9961352944374084,0.019482186064124107
4,0.9954758882522583,0.01536443829536438,0.9961352944374084,0.014317120425403118
5,0.9970034956932068,0.012045023031532764,0.9777777791023254,0.06755156815052032
6,0.9970622658729553,0.01201122161000967,0.9942029118537903,0.01928848959505558
7,0.9982373714447021,0.007187822833657265,0.9961352944374084,0.011033900082111359
8,0.9986486434936523,0.006252683699131012,0.9990338087081909,0.0020199683494865894
9,0.9960047006607056,0.01494558248668909,0.9864734411239624,0.03237446770071983
10,0.9980023503303528,0.005919544026255608,0.991304337978363,0.042736541479825974
11,0.9995887279510498,0.002141175791621208,0.9942029118537903,0.01802595891058445
12,0.9993537068367004,0.004274895880371332,0.9932367205619812,0.01990748569369316
13,0.9952996373176575,0.019304201006889343,0.991304337978363,0.027009060606360435
