epoch,accuracy,loss,val_accuracy,val_loss
0,0.6786134243011475,1.1402865648269653,0.8164251446723938,0.6255472302436829
1,0.9638660550117493,0.1426948606967926,0.9855072498321533,0.04112600162625313
2,0.9888366460800171,0.04332197457551956,0.9951691031455994,0.027647215873003006
3,0.9858989715576172,0.045196112245321274,0.95652174949646,0.09899973124265671
4,0.9905992746353149,0.035750389099121094,1.0,0.0155766187235713
5,0.9955934286117554,0.020239032804965973,0.9951691031455994,0.012400997802615166
6,0.9926556944847107,0.025459788739681244,0.9951691031455994,0.06055428460240364
7,0.9944183230400085,0.025554072111845016,0.9855072498321533,0.047557901591062546
8,0.9950058460235596,0.021167336031794548,0.9855072498321533,0.034686651080846786
9,0.9973560571670532,0.008759044110774994,0.9855072498321533,0.03567308187484741
10,0.9988248944282532,0.006115164142102003,0.9951691031455994,0.009747137315571308
11,0.999412477016449,0.005749584175646305,0.9951691031455994,0.011911812238395214
12,0.9982373714447021,0.006253228057175875,0.9951691031455994,0.009734315797686577
13,0.9991186857223511,0.008361820131540298,0.9951691031455994,0.005083933472633362
14,0.999412477016449,0.0033408203162252903,0.9951691031455994,0.012483139522373676
15,1.0,0.0006962297484278679,0.9951691031455994,0.006466994993388653
16,0.9976498484611511,0.0074365572072565556,0.9951691031455994,0.006728530395776033
17,0.9964747428894043,0.01334011647850275,0.9855072498321533,0.036051373928785324
18,0.9958872199058533,0.01927892118692398,0.966183602809906,0.10968300700187683
