epoch,accuracy,loss,val_accuracy,val_loss
0,0.5642772912979126,1.3905912637710571,0.7922705411911011,0.7125353813171387
1,0.7116333842277527,0.8809260129928589,0.8473429679870605,0.5374653935432434
2,0.7456521987915039,0.7621252536773682,0.8492753505706787,0.5076959133148193
3,0.7693302035331726,0.6855535507202148,0.852173924446106,0.4696386456489563
4,0.785076379776001,0.6312040686607361,0.8657004833221436,0.4469139277935028
5,0.8010575771331787,0.592539370059967,0.8830918073654175,0.3989577293395996
6,0.8134547472000122,0.5526368021965027,0.8888888955116272,0.37359222769737244
7,0.8214453458786011,0.5308191180229187,0.877294659614563,0.3772508502006531
8,0.8306698203086853,0.5060140490531921,0.8743961453437805,0.38065430521965027
9,0.8344300985336304,0.48489633202552795,0.8782608509063721,0.38011878728866577
10,0.8421856760978699,0.45958051085472107,0.877294659614563,0.3508852422237396
11,0.8490599393844604,0.44089654088020325,0.8908212780952454,0.3607936501502991
12,0.8541128039360046,0.4319530129432678,0.8898550868034363,0.3505963087081909
13,0.8571093082427979,0.416989266872406,0.8830918073654175,0.3431577682495117
14,0.8606345653533936,0.40620478987693787,0.8975845575332642,0.33471864461898804
15,0.8633959889411926,0.3949912190437317,0.8927536010742188,0.33863845467567444
16,0.8672150373458862,0.3903971016407013,0.8850241303443909,0.3706103563308716
17,0.8679788708686829,0.3839409351348877,0.8792270421981812,0.3457331359386444
18,0.875499427318573,0.36406078934669495,0.895652174949646,0.3429015874862671
19,0.8738542795181274,0.3671514689922333,0.8879227042198181,0.3533693253993988
