epoch,accuracy,loss,val_accuracy,val_loss
0,0.9025852084159851,0.32594335079193115,0.9410628080368042,0.24549807608127594
1,0.9784958958625793,0.0733511745929718,0.966183602809906,0.09712614864110947
2,0.9836663007736206,0.058737412095069885,0.9710144996643066,0.10405129194259644
3,0.9889541864395142,0.03891577571630478,0.9594202637672424,0.18812735378742218
4,0.9909518361091614,0.03358713909983635,0.981642484664917,0.1143229752779007
5,0.9915981292724609,0.029164645820856094,0.9835748672485352,0.06726554781198502
6,0.9934782385826111,0.024911468848586082,0.9739130139350891,0.09727837890386581
7,0.9928907155990601,0.023373108357191086,0.9826086759567261,0.05376885458827019
8,0.9941833019256592,0.020247748121619225,0.990338146686554,0.04627736285328865
9,0.9963572025299072,0.014913246035575867,0.9690821170806885,0.15897932648658752
10,0.9957696795463562,0.016349034383893013,0.9864734411239624,0.06543195992708206
11,0.9960047006607056,0.013104724697768688,0.9729468822479248,0.1079440489411354
12,0.9957696795463562,0.015224147588014603,0.9826086759567261,0.07246241718530655
13,0.99435955286026,0.02042662538588047,0.9855072498321533,0.0629783347249031
