epoch,accuracy,loss,val_accuracy,val_loss
0,0.7746768593788147,0.7501887679100037,0.5362318754196167,3.4916305541992188
1,0.9450646042823792,0.18462401628494263,0.8067632913589478,0.8913565874099731
2,0.9723854064941406,0.09612775593996048,0.8743961453437805,0.5749652981758118
3,0.9797297120094299,0.0639927014708519,0.9130434989929199,0.3960855007171631
4,0.9723854064941406,0.08705515414476395,0.9468598961830139,0.3150513172149658
5,0.9903055429458618,0.034611914306879044,0.9855072498321533,0.07111413776874542
6,0.9926556944847107,0.028418106958270073,0.9806763529777527,0.07668103277683258
7,0.9750293493270874,0.09759370237588882,0.8309178948402405,0.7633976340293884
8,0.9847238659858704,0.05077611654996872,0.8985507488250732,0.3640706241130829
9,0.9844300746917725,0.060340702533721924,0.8502415418624878,0.5214425325393677
10,0.9911868572235107,0.03336966782808304,0.966183602809906,0.12388249486684799
