epoch,accuracy,loss,val_accuracy,val_loss,source,Model,Augmentasi,Freeze,Learning Rate,Layer,Optimizer
12,0.9966509938240052,0.0148653993383049,0.9990338087081908,0.0045900773257017,24,Xception,Yes,None,0.0001,2,Adam
13,0.999001145362854,0.0049929139204323,1.0,0.000760736875236,24,Xception,Yes,None,0.0001,2,Adam
14,0.9988836646080016,0.0062620597891509,0.9980676174163818,0.0059426249936223,24,Xception,Yes,None,0.0001,2,Adam
15,0.999001145362854,0.0045003178529441,0.9971014261245728,0.0093259206041693,24,Xception,Yes,None,0.0001,2,Adam
16,0.9992361664772034,0.0035191713832318,0.9980676174163818,0.0038648042827844,24,Xception,Yes,None,0.0001,2,Adam
17,0.9985311627388,0.0061996337026357,0.992270529270172,0.023319249972701,24,Xception,Yes,None,0.0001,2,Adam
18,0.9990599155426024,0.0037143367808312,1.0,0.0007837719167582,24,Xception,Yes,None,0.0001,2,Adam
0,0.0808460637927055,2.974672555923462,0.1864734292030334,2.90929651260376,25,Xception,Yes,None,0.001,1,SGD
1,0.2172150462865829,2.739880323410034,0.4483091831207275,2.502305269241333,25,Xception,Yes,None,0.001,1,SGD
2,0.4112221002578735,2.256049394607544,0.6135265827178955,1.9170136451721191,25,Xception,Yes,None,0.001,1,SGD
3,0.5835487842559814,1.7282772064208984,0.7130434513092041,1.4134944677352903,25,Xception,Yes,None,0.001,1,SGD
4,0.703466534614563,1.2966052293777466,0.7884057760238647,1.0626965761184692,25,Xception,Yes,None,0.001,1,SGD
5,0.7749118804931641,0.9841707348823548,0.8492753505706787,0.7758615016937256,25,Xception,Yes,None,0.001,1,SGD
6,0.831022322177887,0.7690243721008301,0.8975845575332642,0.5745013356208801,25,Xception,Yes,None,0.001,1,SGD
7,0.872032880783081,0.6028429865837097,0.9111111164093018,0.4625695943832397,25,Xception,Yes,None,0.001,1,SGD
8,0.9014101028442384,0.4811046421527862,0.92946857213974,0.3661935031414032,25,Xception,Yes,None,0.001,1,SGD
9,0.9227967262268066,0.3868426978588104,0.946859896183014,0.2969260811805725,25,Xception,Yes,None,0.001,1,SGD
10,0.9431257247924804,0.3071790933609009,0.9594202637672424,0.2442469298839569,25,Xception,Yes,None,0.001,1,SGD
11,0.955816686153412,0.2509722709655761,0.9671497344970704,0.1926115304231643,25,Xception,Yes,None,0.001,1,SGD
12,0.966216206550598,0.2105129361152649,0.9719806909561156,0.1654332429170608,25,Xception,Yes,None,0.001,1,SGD
13,0.9713866114616394,0.1786679327487945,0.9777777791023254,0.1453221291303634,25,Xception,Yes,None,0.001,1,SGD
14,0.9759694337844848,0.1527419537305832,0.9845410585403442,0.1254680603742599,25,Xception,Yes,None,0.001,1,SGD
15,0.9828436970710754,0.1285949349403381,0.9864734411239624,0.112710453569889,25,Xception,Yes,None,0.001,1,SGD
16,0.985076367855072,0.111407458782196,0.9884058237075806,0.1024248376488685,25,Xception,Yes,None,0.001,1,SGD
17,0.9879553318023682,0.0978826284408569,0.9884058237075806,0.0951429232954979,25,Xception,Yes,None,0.001,1,SGD
18,0.989012897014618,0.0878344848752021,0.9874396324157716,0.0887454822659492,25,Xception,Yes,None,0.001,1,SGD
19,0.9899529814720154,0.0791338607668876,0.9884058237075806,0.0824689865112304,25,Xception,Yes,None,0.001,1,SGD
20,0.9907755851745604,0.0693756267428398,0.9884058237075806,0.0783503428101539,25,Xception,Yes,None,0.001,1,SGD
21,0.9937132596969604,0.0622673779726028,0.9884058237075806,0.0748492032289505,25,Xception,Yes,None,0.001,1,SGD
22,0.9950058460235596,0.0540229603648185,0.9893719553947448,0.0709351599216461,25,Xception,Yes,None,0.001,1,SGD
23,0.9937132596969604,0.0535147339105606,0.9893719553947448,0.068301148712635,25,Xception,Yes,None,0.001,1,SGD
24,0.9945358633995056,0.0484718903899192,0.9893719553947448,0.066209577023983,25,Xception,Yes,None,0.001,1,SGD
25,0.9955346584320068,0.0442485995590686,0.9893719553947448,0.0637741833925247,25,Xception,Yes,None,0.001,1,SGD
26,0.9963572025299072,0.0408477149903774,0.9893719553947448,0.0630834847688674,25,Xception,Yes,None,0.001,1,SGD
27,0.9974735379219056,0.0372673012316226,0.9893719553947448,0.0608779191970825,25,Xception,Yes,None,0.001,1,SGD
28,0.9970034956932068,0.036094170063734,0.9893719553947448,0.0597597993910312,25,Xception,Yes,None,0.001,1,SGD
29,0.9974148273468018,0.0323196426033973,0.990338146686554,0.0588665381073951,25,Xception,Yes,None,0.001,1,SGD
30,0.9973560571670532,0.0319698750972747,0.990338146686554,0.0576744452118873,25,Xception,Yes,None,0.001,1,SGD
31,0.9975910782814026,0.0293876137584447,0.990338146686554,0.0567779801785945,25,Xception,Yes,None,0.001,1,SGD
32,0.9978848695755004,0.0272752121090888,0.9893719553947448,0.0558442883193492,25,Xception,Yes,None,0.001,1,SGD
33,0.9983548521995544,0.0253470093011856,0.9893719553947448,0.0553018562495708,25,Xception,Yes,None,0.001,1,SGD
34,0.9981786012649536,0.0253455098718404,0.990338146686554,0.0550123713910579,25,Xception,Yes,None,0.001,1,SGD
35,0.9984723925590516,0.0237620677798986,0.990338146686554,0.0547453202307224,25,Xception,Yes,None,0.001,1,SGD
36,0.9987661838531494,0.0214279405772686,0.990338146686554,0.0548735372722148,25,Xception,Yes,None,0.001,1,SGD
37,0.9987074136734008,0.0216845348477363,0.990338146686554,0.0532382652163505,25,Xception,Yes,None,0.001,1,SGD
38,0.9987661838531494,0.0207170248031616,0.990338146686554,0.0531621277332305,25,Xception,Yes,None,0.001,1,SGD
39,0.9992361664772034,0.0190861318260431,0.990338146686554,0.052204892039299,25,Xception,Yes,None,0.001,1,SGD
40,0.9986486434936525,0.0189250968396663,0.990338146686554,0.0524315647780895,25,Xception,Yes,None,0.001,1,SGD
41,0.9988248944282532,0.018501054495573,0.990338146686554,0.0517886318266391,25,Xception,Yes,None,0.001,1,SGD
42,0.9990599155426024,0.0172339230775833,0.990338146686554,0.0512885227799415,25,Xception,Yes,None,0.001,1,SGD
43,0.9991186857223512,0.0166698563843965,0.990338146686554,0.0506848767399787,25,Xception,Yes,None,0.001,1,SGD
44,0.9989424347877502,0.0157575756311416,0.990338146686554,0.0506069920957088,25,Xception,Yes,None,0.001,1,SGD
45,0.9991186857223512,0.0154284322634339,0.990338146686554,0.0502024665474891,25,Xception,Yes,None,0.001,1,SGD
46,0.9995299577713012,0.0145433703437447,0.990338146686554,0.0501945726573467,25,Xception,Yes,None,0.001,1,SGD
47,0.9995299577713012,0.0140052279457449,0.990338146686554,0.050163809210062,25,Xception,Yes,None,0.001,1,SGD
48,0.9992361664772034,0.013692170381546,0.990338146686554,0.0493395328521728,25,Xception,Yes,None,0.001,1,SGD
49,0.9993537068367004,0.0140667743980884,0.9893719553947448,0.0483934432268142,25,Xception,Yes,None,0.001,1,SGD
0,0.9140422940254213,0.2904556095600128,0.9748792052268982,0.1291439831256866,26,Xception,Yes,½,0.001,2,Adam
1,0.9818449020385742,0.0620927922427654,0.9835748672485352,0.0569759905338287,26,Xception,Yes,½,0.001,2,Adam
2,0.9817861318588256,0.0699394568800926,0.9681159257888794,0.2218616753816604,26,Xception,Yes,½,0.001,2,Adam
3,0.988542914390564,0.045754101127386,0.9942029118537904,0.032084621489048,26,Xception,Yes,½,0.001,2,Adam
4,0.993889570236206,0.0291063580662012,0.9642512202262878,0.1242242604494094,26,Xception,Yes,½,0.001,2,Adam
5,0.9939482808113098,0.027152070775628,0.9874396324157716,0.0379611551761627,26,Xception,Yes,½,0.001,2,Adam
6,0.9896004796028136,0.0402015335857868,0.9642512202262878,0.2030210047960281,26,Xception,Yes,½,0.001,2,Adam
7,0.9948883652687072,0.0227998401969671,0.9980676174163818,0.0097379554063081,26,Xception,Yes,½,0.001,2,Adam
8,0.9950058460235596,0.0196474604308605,0.9710144996643066,0.1922854036092758,26,Xception,Yes,½,0.001,2,Adam
9,0.9935370087623596,0.0241969097405672,0.9932367205619812,0.027628093957901,26,Xception,Yes,½,0.001,2,Adam
10,0.992185652256012,0.0325732603669166,0.9874396324157716,0.0610935725271701,26,Xception,Yes,½,0.001,2,Adam
11,0.9955934286117554,0.019199026748538,0.990338146686554,0.056580264121294,26,Xception,Yes,½,0.001,2,Adam
12,0.9988248944282532,0.0042148437350988,0.957487940788269,0.6906626224517822,26,Xception,Yes,½,0.001,2,Adam
0,0.9433607459068298,0.1965849995613098,0.9797101616859436,0.0651143342256546,27,Xception,Yes,None,0.001,1,Adam
1,0.9883666038513184,0.0424651652574539,0.9932367205619812,0.0340304188430309,27,Xception,Yes,None,0.001,1,Adam
2,0.9925382137298584,0.0275429487228393,0.9835748672485352,0.0686795115470886,27,Xception,Yes,None,0.001,1,Adam
3,0.995652198791504,0.0176387056708335,0.9545893669128418,0.1860223412513733,27,Xception,Yes,None,0.001,1,Adam
4,0.9903642535209656,0.0356280766427516,0.991304337978363,0.0382300391793251,27,Xception,Yes,None,0.001,1,Adam
5,0.995945930480957,0.0141568137332797,0.9729468822479248,0.1292116045951843,27,Xception,Yes,None,0.001,1,Adam
6,0.9949471354484558,0.0197349619120359,0.9971014261245728,0.009028635919094,27,Xception,Yes,None,0.001,1,Adam
7,0.9972972869873048,0.0099188219755887,0.9961352944374084,0.0116163967177271,27,Xception,Yes,None,0.001,1,Adam
8,0.996122181415558,0.0167698413133621,0.9874396324157716,0.0448959395289421,27,Xception,Yes,None,0.001,1,Adam
9,0.995358407497406,0.0151409739628434,0.991304337978363,0.0346844680607318,27,Xception,Yes,None,0.001,1,Adam
10,0.995064616203308,0.018275124952197,0.9932367205619812,0.0207584407180547,27,Xception,Yes,None,0.001,1,Adam
11,0.9985898733139038,0.0045590051449835,0.9942029118537904,0.025196623057127,27,Xception,Yes,None,0.001,1,Adam
0,0.9401879906654358,0.2019981145858764,0.9623188376426696,0.1510903984308242,28,Xception,Yes,½,0.001,1,Adam
1,0.9883078932762146,0.0401522368192672,0.981642484664917,0.0729456022381782,28,Xception,Yes,½,0.001,1,Adam
2,0.9919506311416626,0.0263500045984983,0.9971014261245728,0.0123586412519216,28,Xception,Yes,½,0.001,1,Adam
3,0.9933607578277588,0.0200684908777475,0.946859896183014,0.2409586161375045,28,Xception,Yes,½,0.001,1,Adam
4,0.9940070509910583,0.0210529137402772,0.9864734411239624,0.0507466681301593,28,Xception,Yes,½,0.001,1,Adam
5,0.9957109093666076,0.0143930045887827,0.9864734411239624,0.0776566714048385,28,Xception,Yes,½,0.001,1,Adam
6,0.995064616203308,0.0209736134856939,0.9864734411239624,0.0513211451470851,28,Xception,Yes,½,0.001,1,Adam
7,0.9957696795463562,0.0120086260139942,0.9951691031455994,0.0128530170768499,28,Xception,Yes,½,0.001,1,Adam
0,0.794359564781189,0.6830865144729614,0.5024154782295227,6.329487323760986,29,Xception,No,None,0.001,1,Adam
1,0.9759106636047364,0.0995469987392425,0.9178743958473206,0.2334196716547012,29,Xception,No,None,0.001,1,Adam
2,0.9762044548988342,0.0925928726792335,0.937198042869568,0.2983422577381134,29,Xception,No,None,0.001,1,Adam
3,0.9814923405647278,0.0659176707267761,0.9855072498321532,0.0678096264600753,29,Xception,No,None,0.001,1,Adam
4,0.998237371444702,0.011514444835484,0.9275362491607666,0.2687614858150482,29,Xception,No,None,0.001,1,Adam
5,0.9923619031906128,0.0323210954666137,0.95652174949646,0.1492505669593811,29,Xception,No,None,0.001,1,Adam
6,0.989717960357666,0.0422137267887592,0.695652186870575,1.7335079908370972,29,Xception,No,None,0.001,1,Adam
7,0.9935370087623596,0.024905327707529,0.9178743958473206,0.2511109709739685,29,Xception,No,None,0.001,1,Adam
8,0.9950058460235596,0.0217949822545051,0.9420289993286132,0.2519901394844055,29,Xception,No,None,0.001,1,Adam
0,0.8819624185562134,0.4033649563789367,0.958454132080078,0.2977464199066162,3,Inception,Yes,None,0.001,2,Adam
1,0.9781433343887328,0.0805113315582275,0.92946857213974,0.4047950208187103,3,Inception,Yes,None,0.001,2,Adam
2,0.9743830561637878,0.0912469178438186,0.8917874693870544,0.4633910655975342,3,Inception,Yes,None,0.001,2,Adam
3,0.9876028299331664,0.0446871370077133,0.9864734411239624,0.0482598952949047,3,Inception,Yes,None,0.001,2,Adam
4,0.9881903529167176,0.0427479743957519,0.9855072498321532,0.0478336550295352,3,Inception,Yes,None,0.001,2,Adam
5,0.9840775728225708,0.0626332983374595,0.9671497344970704,0.2084145247936248,3,Inception,Yes,None,0.001,2,Adam
6,0.9877790808677672,0.042510375380516,0.9787439703941344,0.0688004121184349,3,Inception,Yes,None,0.001,2,Adam
7,0.9917156100273132,0.0346021354198455,0.9710144996643066,0.1178838014602661,3,Inception,Yes,None,0.001,2,Adam
8,0.9900705218315125,0.0366555750370025,0.9671497344970704,0.1994102150201797,3,Inception,Yes,None,0.001,2,Adam
9,0.9940070509910583,0.0258109550923109,0.991304337978363,0.0198191348463296,3,Inception,Yes,None,0.001,2,Adam
10,0.9945358633995056,0.0237163845449686,0.991304337978363,0.0284498501569032,3,Inception,Yes,None,0.001,2,Adam
11,0.990423023700714,0.0399213470518589,0.9526569843292236,0.2595366835594177,3,Inception,Yes,None,0.001,2,Adam
12,0.994770884513855,0.0209862329065799,0.9893719553947448,0.0230623595416545,3,Inception,Yes,None,0.001,2,Adam
13,0.9948883652687072,0.0207592025399208,0.9942029118537904,0.0088562192395329,3,Inception,Yes,None,0.001,2,Adam
14,0.9938308000564576,0.0235437601804733,0.9748792052268982,0.1203048005700111,3,Inception,Yes,None,0.001,2,Adam
15,0.9941245317459106,0.0255984980612993,0.992270529270172,0.0265311747789382,3,Inception,Yes,None,0.001,2,Adam
16,0.9951821565628052,0.018529949709773,0.9893719553947448,0.0309735499322414,3,Inception,Yes,None,0.001,2,Adam
17,0.9938308000564576,0.0276607237756252,0.9555555582046508,0.1869449615478515,3,Inception,Yes,None,0.001,2,Adam
18,0.9952996373176576,0.0166504085063934,0.9932367205619812,0.0163673013448715,3,Inception,Yes,None,0.001,2,Adam
0,0.6154524087905884,1.5092843770980835,0.8792270421981812,0.3849121034145355,30,Xception,No,None,0.0001,1,Adam
1,0.9676851034164428,0.1629804819822311,0.9758453965187072,0.0945874452590942,30,Xception,No,None,0.0001,1,Adam
2,0.9911868572235109,0.0469003543257713,0.9758453965187072,0.0945740789175033,30,Xception,No,None,0.0001,1,Adam
3,0.9976498484611512,0.0173351075500249,0.9806763529777528,0.059876874089241,30,Xception,No,None,0.0001,1,Adam
4,0.9985311627388,0.0118567859753966,0.9855072498321532,0.0460680909454822,30,Xception,No,None,0.0001,1,Adam
5,0.998237371444702,0.0085322968661785,0.990338146686554,0.0437459237873554,30,Xception,No,None,0.0001,1,Adam
6,0.9979435801506042,0.0115864304825663,0.9758453965187072,0.0830625519156456,30,Xception,No,None,0.0001,1,Adam
7,0.999706208705902,0.0046734120696783,0.9758453965187072,0.0619707107543945,30,Xception,No,None,0.0001,1,Adam
8,0.9967685341835022,0.0109568899497389,0.9758453965187072,0.11785639077425,30,Xception,No,None,0.0001,1,Adam
9,0.9929494857788086,0.0270748734474182,0.9855072498321532,0.053254198282957,30,Xception,No,None,0.0001,1,Adam
10,0.9941245317459106,0.0233675111085176,0.966183602809906,0.1880243271589279,30,Xception,No,None,0.0001,1,Adam
0,0.3196827173233032,2.3680970668792725,0.7652173638343811,1.1981356143951416,4,Inception,Yes,None,0.001,1,SGD
1,0.7961809635162354,0.90526682138443,0.9352657198905944,0.3822413682937622,4,Inception,Yes,None,0.001,1,SGD
2,0.9232667684555054,0.3647169470787048,0.9603864550590516,0.1760215610265731,4,Inception,Yes,None,0.001,1,SGD
3,0.9638072848320008,0.1966006904840469,0.9729468822479248,0.106901116669178,4,Inception,Yes,None,0.001,1,SGD
4,0.9793772101402284,0.1196114271879196,0.9787439703941344,0.0750684812664985,4,Inception,Yes,None,0.001,1,SGD
5,0.9873090386390686,0.0801431238651275,0.981642484664917,0.0581489466130733,4,Inception,Yes,None,0.001,1,SGD
6,0.9905992746353148,0.0605535395443439,0.9806763529777528,0.0532984621822834,4,Inception,Yes,None,0.001,1,SGD
7,0.9952996373176576,0.0459955111145973,0.9855072498321532,0.0470770522952079,4,Inception,Yes,None,0.001,1,SGD
8,0.995945930480957,0.0366954766213893,0.9893719553947448,0.0436629056930542,4,Inception,Yes,None,0.001,1,SGD
9,0.9967685341835022,0.0294903423637151,0.9845410585403442,0.0565849840641021,4,Inception,Yes,None,0.001,1,SGD
10,0.997532308101654,0.0262375976890325,0.9864734411239624,0.0409369058907032,4,Inception,Yes,None,0.001,1,SGD
11,0.9979435801506042,0.0224178191274404,0.9864734411239624,0.0377439223229885,4,Inception,Yes,None,0.001,1,SGD
12,0.998237371444702,0.0188690517097711,0.9864734411239624,0.0397104956209659,4,Inception,Yes,None,0.001,1,SGD
13,0.998237371444702,0.0173682272434234,0.9845410585403442,0.044950321316719,4,Inception,Yes,None,0.001,1,SGD
14,0.9990599155426024,0.0148724494501948,0.9884058237075806,0.0393949672579765,4,Inception,Yes,None,0.001,1,SGD
15,0.9989424347877502,0.0134899439290165,0.9893719553947448,0.038935512304306,4,Inception,Yes,None,0.001,1,SGD
16,0.9992361664772034,0.0126241911202669,0.9874396324157716,0.0368767902255058,4,Inception,Yes,None,0.001,1,SGD
17,0.999001145362854,0.0117415804415941,0.990338146686554,0.0305391084402799,4,Inception,Yes,None,0.001,1,SGD
18,0.9993537068367004,0.0114069087430834,0.9893719553947448,0.031959980726242,4,Inception,Yes,None,0.001,1,SGD
19,0.999706208705902,0.0096052912995219,0.9884058237075806,0.0368320010602474,4,Inception,Yes,None,0.001,1,SGD
20,0.9994711875915528,0.0092021776363253,0.9893719553947448,0.0340093448758125,4,Inception,Yes,None,0.001,1,SGD
21,0.9995887279510498,0.0088819544762372,0.9884058237075806,0.0311516504734754,4,Inception,Yes,None,0.001,1,SGD
22,0.9995887279510498,0.0076601281762123,0.9874396324157716,0.0344528034329414,4,Inception,Yes,None,0.001,1,SGD
0,0.1723266690969467,2.770729780197144,0.6628019213676453,2.00386381149292,5,Inception,Yes,None,0.001,2,SGD
1,0.6086369156837463,1.584673523902893,0.8763285279273987,0.6951682567596436,5,Inception,Yes,None,0.001,2,SGD
2,0.8478260636329651,0.6959059238433838,0.9420289993286132,0.2638702094554901,5,Inception,Yes,None,0.001,2,SGD
3,0.9323737025260924,0.335837185382843,0.9681159257888794,0.138130635023117,5,Inception,Yes,None,0.001,2,SGD
4,0.9606932997703552,0.1977934539318084,0.982608675956726,0.0783188492059707,5,Inception,Yes,None,0.001,2,SGD
5,0.9771445393562316,0.1285368353128433,0.9845410585403442,0.0586960427463054,5,Inception,Yes,None,0.001,2,SGD
6,0.984371304512024,0.0925948396325111,0.991304337978363,0.0389244817197322,5,Inception,Yes,None,0.001,2,SGD
7,0.9904817938804626,0.0664200633764267,0.9942029118537904,0.0301749221980571,5,Inception,Yes,None,0.001,2,SGD
8,0.9937132596969604,0.0507861375808715,0.9942029118537904,0.0285742096602916,5,Inception,Yes,None,0.001,2,SGD
9,0.9957696795463562,0.0391885936260223,0.9932367205619812,0.0258222427219152,5,Inception,Yes,None,0.001,2,SGD
10,0.9955934286117554,0.034221950918436,0.9942029118537904,0.0232302658259868,5,Inception,Yes,None,0.001,2,SGD
11,0.9972385168075562,0.0268146991729736,0.9942029118537904,0.0219464506953954,5,Inception,Yes,None,0.001,2,SGD
12,0.9974148273468018,0.0237332340329885,0.992270529270172,0.0219155754894018,5,Inception,Yes,None,0.001,2,SGD
13,0.9987074136734008,0.0205777511000633,0.9951691031455994,0.0154281137511134,5,Inception,Yes,None,0.001,2,SGD
14,0.9980023503303528,0.0191006064414978,0.9942029118537904,0.0184602867811918,5,Inception,Yes,None,0.001,2,SGD
15,0.998237371444702,0.0175399109721183,0.9942029118537904,0.0147823616862297,5,Inception,Yes,None,0.001,2,SGD
16,0.9990599155426024,0.0145879033952951,0.9951691031455994,0.0153522510081529,5,Inception,Yes,None,0.001,2,SGD
17,0.9991774559020996,0.0135352192446589,0.9951691031455994,0.0151985017582774,5,Inception,Yes,None,0.001,2,SGD
18,0.9987074136734008,0.0128580527380108,0.9951691031455994,0.0152565315365791,5,Inception,Yes,None,0.001,2,SGD
19,0.9991186857223512,0.0118422145023942,0.9951691031455994,0.0171708483248949,5,Inception,Yes,None,0.001,2,SGD
20,0.9992361664772034,0.0109443077817559,0.9951691031455994,0.0138716213405132,5,Inception,Yes,None,0.001,2,SGD
21,0.999001145362854,0.0101069761440157,0.9951691031455994,0.0161340795457363,5,Inception,Yes,None,0.001,2,SGD
22,0.9992361664772034,0.0090696206316351,0.9961352944374084,0.0141493985429406,5,Inception,Yes,None,0.001,2,SGD
23,0.9995887279510498,0.0084624430164694,0.9961352944374084,0.0150061696767807,5,Inception,Yes,None,0.001,2,SGD
24,0.9995887279510498,0.0081729972735047,0.9961352944374084,0.0136181637644767,5,Inception,Yes,None,0.001,2,SGD
25,0.9995887279510498,0.007692749146372,0.9961352944374084,0.013303636573255,5,Inception,Yes,None,0.001,2,SGD
26,0.999412477016449,0.0074243787676095,0.9951691031455994,0.0164687223732471,5,Inception,Yes,None,0.001,2,SGD
27,0.9997649788856506,0.0065923603251576,0.9951691031455994,0.0151734761893749,5,Inception,Yes,None,0.001,2,SGD
28,0.9999412298202516,0.006310487166047,0.9961352944374084,0.0133338356390595,5,Inception,Yes,None,0.001,2,SGD
29,0.9996474981307985,0.0061410954222083,0.9961352944374084,0.0144965164363384,5,Inception,Yes,None,0.001,2,SGD
30,0.9998237490653992,0.0056937905028462,0.9942029118537904,0.0142002794891595,5,Inception,Yes,None,0.001,2,SGD
0,0.6786134243011475,1.140286564826965,0.8164251446723938,0.6255472302436829,6,Inception,No,None,0.0001,1,Adam
1,0.9638660550117492,0.1426948606967926,0.9855072498321532,0.0411260016262531,6,Inception,No,None,0.0001,1,Adam
2,0.9888366460800172,0.0433219745755195,0.9951691031455994,0.027647215873003,6,Inception,No,None,0.0001,1,Adam
3,0.9858989715576172,0.0451961122453212,0.95652174949646,0.0989997312426567,6,Inception,No,None,0.0001,1,Adam
4,0.9905992746353148,0.035750389099121,1.0,0.0155766187235713,6,Inception,No,None,0.0001,1,Adam
5,0.9955934286117554,0.0202390328049659,0.9951691031455994,0.0124009978026151,6,Inception,No,None,0.0001,1,Adam
6,0.9926556944847108,0.0254597887396812,0.9951691031455994,0.0605542846024036,6,Inception,No,None,0.0001,1,Adam
7,0.9944183230400084,0.025554072111845,0.9855072498321532,0.0475579015910625,6,Inception,No,None,0.0001,1,Adam
8,0.9950058460235596,0.0211673360317945,0.9855072498321532,0.0346866510808467,6,Inception,No,None,0.0001,1,Adam
9,0.9973560571670532,0.0087590441107749,0.9855072498321532,0.0356730818748474,6,Inception,No,None,0.0001,1,Adam
10,0.9988248944282532,0.006115164142102,0.9951691031455994,0.0097471373155713,6,Inception,No,None,0.0001,1,Adam
11,0.999412477016449,0.0057495841756463,0.9951691031455994,0.0119118122383952,6,Inception,No,None,0.0001,1,Adam
12,0.998237371444702,0.0062532280571758,0.9951691031455994,0.0097343157976865,6,Inception,No,None,0.0001,1,Adam
13,0.9991186857223512,0.0083618201315402,0.9951691031455994,0.0050839334726333,6,Inception,No,None,0.0001,1,Adam
14,0.999412477016449,0.0033408203162252,0.9951691031455994,0.0124831395223736,6,Inception,No,None,0.0001,1,Adam
15,1.0,0.0006962297484278,0.9951691031455994,0.0064669949933886,6,Inception,No,None,0.0001,1,Adam
16,0.9976498484611512,0.0074365572072565,0.9951691031455994,0.006728530395776,6,Inception,No,None,0.0001,1,Adam
17,0.9964747428894044,0.0133401164785027,0.9855072498321532,0.0360513739287853,6,Inception,No,None,0.0001,1,Adam
18,0.9958872199058532,0.0192789211869239,0.966183602809906,0.1096830070018768,6,Inception,No,None,0.0001,1,Adam
0,0.0887191519141197,3.055368661880493,0.1256038695573806,2.969846248626709,7,Inception,No,None,0.001,1,SGD
1,0.2188601642847061,2.6452560424804688,0.3140096664428711,2.477234125137329,7,Inception,No,None,0.001,1,SGD
2,0.4224441945552826,2.1827712059021,0.6473429799079895,1.7777891159057615,7,Inception,No,None,0.001,1,SGD
3,0.5822561979293823,1.7151237726211548,0.7536231875419617,1.3059405088424685,7,Inception,No,None,0.001,1,SGD
4,0.7024089097976685,1.3473637104034424,0.8743961453437805,0.96833074092865,7,Inception,No,None,0.001,1,SGD
5,0.7693889737129211,1.0708431005477903,0.8840579986572266,0.7637729644775391,7,Inception,No,None,0.001,1,SGD
6,0.8299059867858887,0.8590176701545715,0.8792270421981812,0.6408346891403198,7,Inception,No,None,0.001,1,SGD
7,0.8642773032188416,0.6925475597381592,0.8985507488250732,0.5080733895301819,7,Inception,No,None,0.001,1,SGD
8,0.8898354768753052,0.5761654376983643,0.9323671460151672,0.4123587608337402,7,Inception,No,None,0.001,1,SGD
9,0.912455916404724,0.4724990129470825,0.9420289993286132,0.3441715836524963,7,Inception,No,None,0.001,1,SGD
10,0.934488832950592,0.3929084837436676,0.946859896183014,0.3025791943073272,7,Inception,No,None,0.001,1,SGD
11,0.9421269297599792,0.3368273079395294,0.9323671460151672,0.2590171992778778,7,Inception,No,None,0.001,1,SGD
12,0.954759120941162,0.2826174199581146,0.9420289993286132,0.2255637645721435,7,Inception,No,None,0.001,1,SGD
13,0.9615158438682556,0.2388143539428711,0.9613526463508606,0.1911057531833648,7,Inception,No,None,0.001,1,SGD
14,0.968272626399994,0.2014906406402588,0.9758453965187072,0.1764174997806549,7,Inception,No,None,0.001,1,SGD
15,0.9759106636047364,0.1769849956035614,0.9710144996643066,0.1583978533744812,7,Inception,No,None,0.001,1,SGD
16,0.9814923405647278,0.1515831053256988,0.9758453965187072,0.1461078226566314,7,Inception,No,None,0.001,1,SGD
17,0.9858989715576172,0.1360159963369369,0.9758453965187072,0.1250871270895004,7,Inception,No,None,0.001,1,SGD
18,0.9858989715576172,0.1240774542093277,0.9758453965187072,0.1178134679794311,7,Inception,No,None,0.001,1,SGD
19,0.989130437374115,0.1038928031921386,0.9806763529777528,0.1085319221019744,7,Inception,No,None,0.001,1,SGD
20,0.9917743802070618,0.0946830362081527,0.990338146686554,0.0923580974340438,7,Inception,No,None,0.001,1,SGD
21,0.9929494857788086,0.0872605964541435,0.9806763529777528,0.091468222439289,7,Inception,No,None,0.001,1,SGD
22,0.9926556944847108,0.0839859247207641,0.990338146686554,0.0829471573233604,7,Inception,No,None,0.001,1,SGD
23,0.9950058460235596,0.0717998370528221,0.990338146686554,0.0811528712511062,7,Inception,No,None,0.001,1,SGD
24,0.9964747428894044,0.0688937082886695,0.990338146686554,0.0741217881441116,7,Inception,No,None,0.001,1,SGD
25,0.9955934286117554,0.0644271671772003,0.9855072498321532,0.0724593847990036,7,Inception,No,None,0.001,1,SGD
26,0.9952996373176576,0.0637151226401329,0.9855072498321532,0.0743055865168571,7,Inception,No,None,0.001,1,SGD
27,0.9964747428894044,0.0526994504034519,0.9855072498321532,0.0630444809794426,7,Inception,No,None,0.001,1,SGD
28,0.9967685341835022,0.0490333437919616,0.9855072498321532,0.0639126822352409,7,Inception,No,None,0.001,1,SGD
29,0.9967685341835022,0.0448170267045497,0.990338146686554,0.0595940202474594,7,Inception,No,None,0.001,1,SGD
30,0.998237371444702,0.0465663820505142,0.9855072498321532,0.0541751943528652,7,Inception,No,None,0.001,1,SGD
31,0.9973560571670532,0.0416598059237003,0.990338146686554,0.0512797273695468,7,Inception,No,None,0.001,1,SGD
32,0.998237371444702,0.0402216166257858,0.9855072498321532,0.0553543344140052,7,Inception,No,None,0.001,1,SGD
33,0.998237371444702,0.03829962387681,0.990338146686554,0.0515494309365749,7,Inception,No,None,0.001,1,SGD
34,0.9979435801506042,0.0356689691543579,0.9806763529777528,0.0521497279405593,7,Inception,No,None,0.001,1,SGD
